time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-02-11T02:29:01.909Z,37.5394,-97.868,5,3.2,mb_lg,30,69,0.395,0.29,us,us6000jn7s,2023-03-03T05:04:05.514Z,"9 km N of Norwich, Kansas",earthquake,1.62,2.002,0.043,140,reviewed,us,us
2023-02-11T00:55:51.600Z,34.1078333,-122.726,10.01,2.98,md,25,287,1.964,0.23,nc,nc73844746,2023-02-11T20:50:12.399Z,"215km WSW of Vandenberg Air Force Base, CA",earthquake,2.76,31.61,0.188,31,reviewed,nc,nc
2023-02-10T22:43:10.033Z,31.67567958,-104.5286897,5.874487305,2.5,ml,21,79,0.02483543506,0.2,tx,tx2023cwvc,2023-02-14T21:00:37.745Z,"57 km SSW of Whites City, New Mexico",earthquake,1.087800654,0.4315919894,0.2,12,reviewed,tx,tx
2023-02-10T15:36:32.450Z,38.8355,-122.8395,1.94,2.78,md,64,24,0.004397,0.07,nc,nc73844546,2023-02-16T19:16:13.506Z,"10km NW of The Geysers, CA",earthquake,0.14,0.21,0.181,63,reviewed,nc,nc
2023-02-10T14:31:10.270Z,44.7955,-110.9661667,11.02,2.79,ml,29,40,0.04604,0.16,uu,uu60530861,2023-02-11T06:01:08.040Z,"17 km E of Hebgen Lake Estates, Montana",earthquake,0.33,0.44,0.161,4,reviewed,uu,uu
2023-02-10T12:35:44.790Z,40.9846667,-123.6216667,28.51,2.91,md,60,56,0.1383,0.18,nc,nc73844506,2023-02-25T13:54:14.040Z,"5km N of Willow Creek, CA",earthquake,0.27,0.75,0.189,53,reviewed,nc,nc
2023-02-10T12:18:40.011Z,32.7557373,-100.6476277,7.091878255,2.6,ml,20,57,0.07115826608,0.2,tx,tx2023cwam,2023-02-25T13:52:32.040Z,"16 km NE of Hermleigh, Texas",earthquake,0.6617691488,1.371653953,0.1,13,reviewed,tx,tx
2023-02-10T11:57:05.367Z,44.2555,-115.1126,10,2.5,ml,19,68,0.857,0.6,us,us6000jn2p,2023-02-25T13:50:05.040Z,"southern Idaho",earthquake,3.04,2.012,0.047,60,reviewed,us,us
2023-02-10T04:42:46.875Z,32.75115967,-100.6508432,7.556518555000001,2.7,ml,14,88,0.07620667651,0.1,tx,tx2023cvll,2023-03-03T01:51:58.040Z,"western Texas",earthquake,0.6421639391,1.082636578,0.1,10,reviewed,tx,tx
2023-02-10T04:41:13.551Z,32.75299072,-100.6529869,8.192342122,2.6,ml,13,70,0.07637828816,0.2,tx,tx2023cvlk,2023-03-03T01:47:33.040Z,"16 km NE of Hermleigh, Texas",earthquake,0.7182007486,1.306737081,0.1,9,reviewed,tx,tx
2023-02-10T04:31:17.838Z,32.7520752,-100.651915,7.287516276,2.7,ml,20,57,0.07628170899,0.2,tx,tx2023cvlb,2023-03-03T01:43:28.040Z,"16 km NE of Hermleigh, Texas",earthquake,0.5702376642,1.0655385,0.1,13,reviewed,tx,tx
2023-02-10T03:51:16.543Z,32.75299072,-100.6529869,7.654337565,2.7,ml,17,64,0.07637828816,0.2,tx,tx2023cvjt,2023-03-03T01:40:15.040Z,"16 km NE of Hermleigh, Texas",earthquake,0.7052597722,1.918043503,0.1,13,reviewed,tx,tx
2023-02-10T03:10:58.540Z,36.5463333333333,-89.7118333333333,6.63,3.12,md,71,25,0.03816,0.14,nm,nm60509971,2023-03-03T01:35:58.040Z,"7 km S of Catron, Missouri",earthquake,0.14,0.45,0.153181398347796,56,reviewed,nm,nm
2023-02-09T23:28:51.187Z,31.67973084,-104.410292,6.131567383,2.6,ml,21,56,0.02998447251,0.2,tx,tx2023cvbc,2023-02-14T18:59:25.656Z,"55 km S of Whites City, New Mexico",earthquake,1.074795869,0.7814348823,0.1,12,reviewed,tx,tx
2023-02-09T17:43:05.660Z,38.7931667,-122.7606667,2.59,2.74,md,85,31,0.007485,0.06,nc,nc73844071,2023-02-22T18:58:29.040Z,"2km NNW of The Geysers, CA",earthquake,0.1,0.17,0.158,103,reviewed,nc,nc
2023-02-09T13:40:34.112Z,31.66338871,-104.4483599,6.080151367,2.6,ml,20,69,0.01567483439,0.2,tx,tx2023cuhr,2023-02-14T19:21:23.688Z,"57 km S of Whites City, New Mexico",earthquake,0.7308193352,0.4533646337,0.2,14,reviewed,tx,tx
2023-02-09T10:52:51.830Z,35.678,-117.5535,7.38,2.5,ml,35,59,0.09285,0.12,ci,ci40412640,2023-02-12T16:22:40.900Z,"13km ENE of Ridgecrest, CA",earthquake,0.14,0.62,0.123,100,reviewed,ci,ci
2023-02-09T10:19:53.680Z,36.133,-120.2431667,9.44,2.72,md,48,182,0.09717,0.07,nc,nc73843876,2023-02-10T22:48:15.146Z,"10km E of Coalinga, CA",earthquake,0.55,0.3,0.135,105,reviewed,nc,nc
2023-02-09T10:13:10.450Z,36.1451667,-120.2365,10.85,3.34,ml,68,86,0.1027,0.11,nc,nc73843856,2023-02-15T13:49:02.916Z,"11km E of Coalinga, CA",earthquake,0.18,0.28,0.174,115,reviewed,nc,nc
2023-02-09T10:08:07.330Z,36.1208333,-120.2536667,9.43,2.52,md,41,126,0.09014,0.06,nc,nc73843851,2023-02-10T20:48:15.445Z,"10km ESE of Coalinga, CA",earthquake,0.2,0.28,0.172,84,reviewed,nc,nc
2023-02-09T08:08:43.190Z,40.2891667,-124.5355,20.16,2.8,ml,47,237,0.1476,0.18,nc,nc73843826,2023-03-02T14:17:54.040Z,"22km W of Petrolia, CA",earthquake,0.56,0.25,0.222,28,reviewed,nc,nc
2023-02-09T01:21:42.531Z,38.0317,-75.0604,11.195,2.6,ml,15,186,0.37,0.27,us,us6000jmm3,2023-02-15T09:02:20.357Z,"29 km E of Greenbackville, Virginia",earthquake,2.9,8.457,0.085,18,reviewed,us,us
2023-02-08T18:45:13.808Z,44.2806,-115.2597,10,2.8,ml,24,52,0.871,0.98,us,us6000jmjt,2023-02-22T18:43:09.040Z,"26 km WNW of Stanley, Idaho",earthquake,3.61,2.008,0.042,74,reviewed,us,us
2023-02-08T03:44:14.060Z,44.7918333,-110.9661667,9.97,2.91,ml,24,116,0.04322,0.16,uu,uu60530486,2023-02-08T16:21:31.703Z,"17 km E of Hebgen Lake Estates, Montana",earthquake,0.43,0.55,0.11,5,reviewed,uu,uu
2023-02-08T02:16:22.633Z,31.60917136,-103.9630189,7.455529785000001,2.6,ml,16,61,0.005196541634,0.1,tx,tx2023crpp,2023-02-14T19:24:16.801Z,"36 km WSW of Mentone, Texas",earthquake,0.3535371448,0.3911534582999999,0.2,10,reviewed,tx,tx
2023-02-07T20:36:37.120Z,37.6246667,-118.8318333,3.28,2.73,ml,29,57,0.006451,0.04,nc,nc73843161,2023-02-10T02:48:13.269Z,"13km E of Mammoth Lakes, CA",earthquake,0.25,0.28,0.227,28,reviewed,nc,nc
2023-02-07T16:51:31.659Z,31.68366016,-104.4068284,5.797363281,2.6,ml,16,65,0.01660173819,0.1,tx,tx2023cqxa,2023-02-14T20:27:03.040Z,"54 km S of Whites City, New Mexico",earthquake,0.931657151,0.8518305169,0.1,15,reviewed,tx,tx
2023-02-07T16:44:10.094Z,31.6695,-104.4018,5,2.6,ml,29,49,0.023,0.38,us,us6000jm9a,2023-02-14T20:31:42.581Z,"56 km S of Whites City, New Mexico",earthquake,1.23,1.324,0.057,56,reviewed,us,us
2023-02-07T13:18:04.400Z,33.4216667,-118.8061667,5.78,2.83,ml,29,183,0.3278,0.26,ci,ci40411800,2023-02-14T20:42:09.040Z,"24km ESE of Santa Barbara Is., CA",earthquake,0.56,31.61,0.159,25,reviewed,ci,ci
2023-02-07T12:08:38.490Z,38.7898333,-122.7561667,2.22,2.77,md,101,25,0.01113,0.1,nc,nc73842956,2023-02-15T18:26:13.551Z,"1km N of The Geysers, CA",earthquake,0.11,0.2,0.167,95,reviewed,nc,nc
2023-02-06T14:56:54.296Z,32.8793335,-100.9338081,5.600138346,3,ml,15,61,0.02420165042,0.3,tx,tx2023coxt,2023-02-19T17:23:53.040Z,"17 km N of Snyder, Texas",earthquake,0.7840788185,1.01513195,0.2,12,reviewed,tx,tx
2023-02-06T11:15:49.769Z,42.8605,-78.7853,5.677,3.8,mb_lg,23,114,0.389,0.47,us,us6000jlqv,2023-03-01T15:35:16.007Z,"1 km NE of West Seneca, New York",earthquake,2.18,7.439,0.208,6,reviewed,us,us
2023-02-06T09:53:42.790Z,40.5401667,-124.489,23.88,2.88,md,33,234,0.1323,0.12,nc,nc73842546,2023-02-13T10:43:06.040Z,"19km WSW of Ferndale, CA",earthquake,0.71,0.52,0.101,53,reviewed,nc,nc
2023-02-05T23:55:48.690Z,35.7436667,-121.2573333,4.99,2.55,md,61,181,0.1043,0.09,nc,nc73842386,2023-02-08T02:53:38.396Z,"13km NNW of San Simeon, CA",earthquake,0.23,0.73,0.146,55,reviewed,nc,nc
2023-02-05T14:46:39.336Z,44.4418,-114.5757,10,2.7,ml,19,69,0.689,0.76,us,us6000jlk5,2023-02-05T17:26:37.040Z,"",earthquake,1.58,1.996,0.066,30,reviewed,us,us
2023-02-05T07:01:48.399Z,44.4374,-115.2238,10,2.5,ml,14,61,0.715,0.73,us,us6000jlit,2023-03-01T11:05:38.181Z,"33 km NW of Stanley, Idaho",earthquake,2,2.011,0.061,35,reviewed,us,us
2023-02-05T04:39:10.441Z,49.921,-116.3743,10,3.9,ml,17,105,1.536,0.58,us,us6000jli2,2023-03-03T01:20:02.844Z,"39 km NW of Kimberley, Canada",earthquake,2.91,2.001,0.045,66,reviewed,us,us
2023-02-05T03:25:30.688Z,38.1613,-117.8976,11.9,2.5,ml,9,79.99,0.054,0.1492,nn,nn00855710,2023-03-03T01:11:10.040Z,"31 km SE of Mina, Nevada",earthquake,,1.1,0.42,5,reviewed,nn,nn
2023-02-05T03:23:06.540Z,38.1675,-117.8921,11.4,3.5,ml,11,66.37,0.06,0.0991,nn,nn00855707,2023-03-03T01:07:30.040Z,"31 km SE of Mina, Nevada",earthquake,,1.1,0.18,7,reviewed,nn,nn
2023-02-05T00:48:22.336Z,31.70454017,-104.1676551,7.10847168,2.6,ml,26,61,0.0547277868,0.2,tx,tx2023cmaf,2023-02-14T20:33:00.488Z,"53 km W of Mentone, Texas",earthquake,0.6175247124,0.6854225888999999,0.2,19,reviewed,tx,tx
2023-02-04T22:44:46.550Z,32.2301667,-115.2376667,16.19,2.69,ml,22,128,0.155,0.24,ci,ci40411040,2023-02-25T01:43:11.040Z,"6km W of Alberto Oviedo Mota, B.C., MX",earthquake,0.62,1.22,0.191,44,reviewed,ci,ci
2023-02-04T19:40:20.272Z,31.61968782,-103.9800113,6.992785645,3.7,ml,22,54,0.01310956398,0.1,tx,tx2023clqb,2023-02-24T03:48:32.506Z,"37 km WSW of Mentone, Texas",earthquake,0.5672051847,0.3908792803,0.2,12,reviewed,tx,tx
2023-02-04T17:38:28.949Z,38.3342,-115.8663,10.4,3,ml,7,127.29,0.696,0.1894,nn,nn00855693,2023-03-01T22:22:20.040Z,"77 km N of Rachel, Nevada",earthquake,,4.2,0.21,5,reviewed,nn,nn
2023-02-04T17:16:03.183Z,28.88305664,-98.10248162,4.010579427,2.6,ml,15,82,0.1246323508,0.1,tx,tx2023cllh,2023-03-01T20:46:06.040Z,"13 km SW of Falls City, Texas",earthquake,1.026644567,2.395501673,0.2,12,reviewed,tx,tx
2023-02-04T15:12:03.504Z,32.75482178,-100.6572742,6.382690430000001,2.5,ml,14,57,0.07806788229,0.2,tx,tx2023clhe,2023-02-14T20:57:19.846Z,"16 km NE of Hermleigh, Texas",earthquake,1.043149589,2.131933196,0.1,8,reviewed,tx,tx
2023-02-04T13:22:20.761Z,44.2573,-114.7944,10,2.8,ml,14,67,0.747,0.29,us,us6000jlei,2023-02-25T21:16:46.040Z,"",earthquake,1.84,2.013,0.053,46,reviewed,us,us
2023-02-04T09:39:22.165Z,44.3785,-115.1606,10,2.5,ml,20,58,0.928,0.4,us,us6000jld2,2023-02-26T11:13:45.040Z,"25 km NW of Stanley, Idaho",earthquake,1.33,1.993,0.056,42,reviewed,us,us
2023-02-04T09:11:34.400Z,35.5225,-120.838,5.81,2.67,md,60,64,0.08439,0.06,nc,nc73841756,2023-02-26T11:08:18.040Z,"10km NNE of Cayucos, CA",earthquake,0.15,0.45,0.108,67,reviewed,nc,nc
2023-02-04T05:59:44.410Z,34.0393333,-117.2003333,11.78,2.79,ml,141,19,0.03973,0.16,ci,ci40410680,2023-02-15T12:55:38.040Z,"2km SW of Redlands, CA",earthquake,0.09,0.23,0.138,173,reviewed,ci,ci
2023-02-04T05:49:45.070Z,34.524,-118.6701667,2.64,2.51,ml,90,15,0.09983,0.26,ci,ci40410664,2023-02-15T12:54:08.040Z,"6km NW of Castaic, CA",earthquake,0.16,0.39,0.138,126,reviewed,ci,ci
2023-02-04T02:21:16.719Z,32.27142334,-101.9284728,7.801066081,3.1,ml,15,83,0.04041572444,0.1,tx,tx2023ckhu,2023-02-24T02:30:47.040Z,"20 km NW of Stanton, Texas",earthquake,0.4784074539,0.783230111,0.2,11,reviewed,tx,tx
2023-02-03T20:56:59.224Z,32.7520752,-100.6476277,8.754801432,3,ml,17,59,0.0735853015,0.3,tx,tx2023cjxc,2023-03-01T20:21:22.040Z,"",earthquake,0.9001078435999998,1.607672675,0,6,reviewed,tx,tx
2023-02-03T19:18:33.507Z,32.75482178,-100.6529869,8.290161133,3.5,ml,14,57,0.0752195689,0.2,tx,tx2023cjtv,2023-03-01T20:12:37.040Z,"16 km NE of Hermleigh, Texas",earthquake,0.7909934576,1.272461096,0.1,10,reviewed,tx,tx
2023-02-03T19:18:33.501Z,32.75482178,-100.6551305,8.82816569,3.5,ml,23,70,0.07663574122,0.2,tx,tx2023cjua,2023-02-14T17:46:32.833Z,"16 km NE of Hermleigh, Texas",earthquake,0.7309460897,0.9445378902,0.1,11,reviewed,tx,tx
2023-02-03T13:39:12.569Z,28.89678955,-98.10765165,5.453409831,2.6,ml,15,84,0.1222754361,0.2,tx,tx2023cjiq,2023-02-06T15:36:35.725Z,"12 km SW of Falls City, Texas",earthquake,1.406263534,3.897832483,0.1,6,reviewed,tx,tx
2023-02-03T07:58:23.721Z,32.73284912,-100.6594179,0.0244547526,2.5,ml,25,57,0.09420080505,0.2,tx,tx2023cixk,2023-02-15T12:22:14.040Z,"western Texas",earthquake,0.9627427054,0.612353558,0.1,21,reviewed,tx,tx
2023-02-03T05:21:06.276Z,28.87664795,-98.15728401,9.463989258,2.7,ml,14,78,0.2407985629,0.2,tx,tx2023cisf,2023-02-15T11:58:54.040Z,"18 km SW of Falls City, Texas",earthquake,1.533175311,3.912837587,0,7,reviewed,tx,tx
2023-02-02T23:44:54.580Z,33.9721667,-116.8266667,17.19,2.5,ml,105,20,0.06475,0.14,ci,ci40165671,2023-02-19T06:22:29.040Z,"7km NE of Banning, CA",earthquake,0.1,0.24,0.162,26,reviewed,ci,ci
2023-02-02T23:36:52.340Z,42.6888333,-111.11,6.9,2.62,ml,19,86,0.07685,0.19,uu,uu60529956,2023-02-03T15:56:25.430Z,"10 km W of Fairview, Wyoming",earthquake,0.68,0.97,0.139,6,reviewed,uu,uu
2023-02-02T23:35:46.520Z,38.2083333,-119.2108333,10.48,2.99,ml,39,82,0.1624,0.07,nc,nc73841171,2023-02-19T05:46:07.040Z,"6km SSE of Bridgeport, CA",earthquake,0.2,0.62,0.428,29,reviewed,nc,nc
2023-02-02T18:44:11.951Z,44.2812,-114.8652,14.168,3,ml,44,34,0.789,0.77,us,us6000jl11,2023-02-28T21:01:38.040Z,"9 km NE of Stanley, Idaho",earthquake,4.3,7.696,0.034,116,reviewed,us,us
2023-02-02T15:38:41.263Z,44.3188,-114.6443,12.753,2.8,ml,24,61,0.774,0.62,us,us6000jkzz,2023-03-01T17:52:21.058Z,"20 km WNW of Clayton, Idaho",earthquake,1.85,7.258,0.032,126,reviewed,us,us
2023-02-02T09:22:45.816Z,31.66965924,-104.4042788,7.314135742,2.9,ml,19,57,0.02723225679,0.2,tx,tx2023cher,2023-03-02T12:14:09.040Z,"56 km S of Whites City, New Mexico",earthquake,0.9504668182,0.9043534697,0.1,24,reviewed,tx,tx
2023-02-02T05:33:09.290Z,31.65565352,-104.3664765,7.468383789,2.7,ml,44,59,0.05589683111,0.2,tx,tx2023cgxc,2023-02-25T07:07:49.040Z,"57 km S of Whites City, New Mexico",earthquake,0.7428080817,0.8039887205,0,6,reviewed,tx,tx
2023-02-02T00:37:11.750Z,35.5963333,-117.5995,7.1,3.11,ml,46,41,0.06447,0.11,ci,ci40165247,2023-02-22T02:34:17.040Z,"7km ESE of Ridgecrest, CA",earthquake,0.11,0.28,0.158,228,reviewed,ci,ci
2023-02-02T00:11:01.670Z,34.3035,-118.4691667,2.5,2.9,ml,108,24,0.01573,0.23,ci,ci40165223,2023-02-22T04:44:09.419Z,"2km WSW of Sylmar, CA",earthquake,0.14,0.22,0.139,27,reviewed,ci,ci
2023-02-01T18:23:04.245Z,31.60722965,-104.235339,9.679272461,2.7,ml,47,69,0.06923204475,0.2,tx,tx2023cgaz,2023-02-28T18:25:02.040Z,"53 km NW of Toyah, Texas",earthquake,0.6986895438,0.9213208805,0,6,reviewed,tx,tx
2023-02-01T16:25:23.120Z,34.95383333,-97.722,10.41,2.76,ml,95,42,0,0.2,ok,ok2023cfxc,2023-02-21T22:48:39.105Z,"",earthquake,,0.8,0.24,40,reviewed,ok,ok
2023-02-01T15:16:51.120Z,31.59014857,-104.2497371,6.131567383,2.5,ml,20,72,0.08260792704,0.1,tx,tx2023cfuv,2023-02-20T06:30:17.040Z,"53 km NW of Toyah, Texas",earthquake,0.7419999297999998,1.368507962,0.1,17,reviewed,tx,tx
2023-02-01T15:14:20.644Z,31.59569495,-104.2438615,6.851391602,2.6,ml,21,71,0.07812192632,0.1,tx,tx2023cfus,2023-02-20T06:24:46.040Z,"52 km NW of Toyah, Texas",earthquake,0.8534341201999999,1.057433859,0.1,22,reviewed,tx,tx
2023-02-01T14:58:07.873Z,31.58693154,-104.2497133,6.902807617,2.5,ml,14,72,0.08579525446,0.1,tx,tx2023cfug,2023-02-08T07:39:21.040Z,"52 km NW of Toyah, Texas",earthquake,1.0674911499999997,1.449391064,0.1,20,reviewed,tx,tx
2023-02-01T10:24:05.550Z,38.7946667,-122.7386667,1.49,2.52,md,83,41,0.01151,0.06,nc,nc73840491,2023-02-15T06:00:12.040Z,"2km NE of The Geysers, CA",earthquake,0.1,0.16,0.202,70,reviewed,nc,nc
2023-02-01T09:05:02.320Z,33.886,-116.2578333,3.19,3.11,ml,91,46,0.0805,0.17,ci,ci40164927,2023-02-15T05:57:03.040Z,"14km ENE of Thousand Palms, CA",earthquake,0.11,0.3,0.13,134,reviewed,ci,ci
2023-02-01T07:01:46.124Z,31.60558541,-103.9706687,9.987768555,2.8,ml,26,47,0.005355489757,0.1,tx,tx2023cfen,2023-03-02T07:37:08.040Z,"36 km NNW of Toyah, Texas",earthquake,0.6811296301,0.6745033116,0.1,35,reviewed,tx,tx
2023-02-01T06:36:37.629Z,37.2175,-104.5362,6.789,3.1,ml,11,84,0.127,0.3,us,us6000jknv,2023-03-02T07:25:46.813Z,"Colorado",earthquake,1.58,2.687,0.066,30,reviewed,us,us
2023-02-01T04:05:53.060Z,28.0618,-111.8708,10,4.1,mb,58,58,0.809,1.15,us,us6000jknf,2023-02-21T02:32:41.452Z,"78 km SSW of La Providencia, Mexico",earthquake,5.86,1.933,0.087,36,reviewed,us,us
2023-02-01T03:54:21.757Z,31.66365745,-104.3353263,8.39387207,2.6,ml,24,58,0.06056641886,0.2,tx,tx2023ceyi,2023-02-01T16:05:41.874Z,"56 km S of Whites City, New Mexico",earthquake,0.8385150788999999,1.005062776,0.1,30,reviewed,tx,tx
